Choice_1,Choice_2,Choice_3,Choice_4,Choice_5,count
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Dianne Morales,Paperboy Love Prince,6
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Dianne Morales,Raymond J. McGuire,13
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Dianne Morales,Scott M. Stringer,17
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Dianne Morales,Shaun Donovan,8
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Dianne Morales,skipped,10
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Dianne Morales,writein,1
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Eric L. Adams,Andrew Yang,1
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Eric L. Adams,Maya D. Wiley,1
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Eric L. Adams,Raymond J. McGuire,1
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Eric L. Adams,Scott M. Stringer,1
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Isaac Wright Jr.,Aaron S. Foldenauer,2
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Isaac Wright Jr.,Art Chang,2
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Isaac Wright Jr.,Dianne Morales,5
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Isaac Wright Jr.,Eric L. Adams,2
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Isaac Wright Jr.,Joycelyn Taylor,1
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Isaac Wright Jr.,Kathryn A. Garcia,5
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Isaac Wright Jr.,Maya D. Wiley,11
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Isaac Wright Jr.,Paperboy Love Prince,6
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Isaac Wright Jr.,Raymond J. McGuire,3
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Isaac Wright Jr.,Scott M. Stringer,4
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Isaac Wright Jr.,Shaun Donovan,9
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Isaac Wright Jr.,skipped,2
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Isaac Wright Jr.,writein,1
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Joycelyn Taylor,Raymond J. McGuire,1
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Joycelyn Taylor,writein,1
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Kathryn A. Garcia,Aaron S. Foldenauer,2
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Kathryn A. Garcia,Art Chang,9
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Kathryn A. Garcia,Dianne Morales,24
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Kathryn A. Garcia,Eric L. Adams,1
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Kathryn A. Garcia,Isaac Wright Jr.,7
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Kathryn A. Garcia,Maya D. Wiley,19
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Kathryn A. Garcia,Paperboy Love Prince,2
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Kathryn A. Garcia,Raymond J. McGuire,12
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Kathryn A. Garcia,Scott M. Stringer,19
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Kathryn A. Garcia,Shaun Donovan,3
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Kathryn A. Garcia,skipped,9
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Maya D. Wiley,Aaron S. Foldenauer,5
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Maya D. Wiley,Art Chang,12
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Maya D. Wiley,Dianne Morales,40
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Maya D. Wiley,Isaac Wright Jr.,10
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Maya D. Wiley,Kathryn A. Garcia,20
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Maya D. Wiley,Maya D. Wiley,1
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Maya D. Wiley,Paperboy Love Prince,6
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Maya D. Wiley,Raymond J. McGuire,11
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Maya D. Wiley,Scott M. Stringer,32
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Maya D. Wiley,Shaun Donovan,13
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Maya D. Wiley,skipped,9
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Paperboy Love Prince,Aaron S. Foldenauer,2
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Paperboy Love Prince,Art Chang,2
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Paperboy Love Prince,Dianne Morales,5
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Paperboy Love Prince,Isaac Wright Jr.,1
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Paperboy Love Prince,Maya D. Wiley,3
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Paperboy Love Prince,Scott M. Stringer,4
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Paperboy Love Prince,skipped,1
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Raymond J. McGuire,Aaron S. Foldenauer,1
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Raymond J. McGuire,Art Chang,3
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Raymond J. McGuire,Dianne Morales,18
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Raymond J. McGuire,Eric L. Adams,1
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Raymond J. McGuire,Isaac Wright Jr.,6
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Raymond J. McGuire,Kathryn A. Garcia,6
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Raymond J. McGuire,Maya D. Wiley,12
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Raymond J. McGuire,Paperboy Love Prince,5
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Raymond J. McGuire,Scott M. Stringer,9
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Raymond J. McGuire,Shaun Donovan,4
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Raymond J. McGuire,skipped,3
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Raymond J. McGuire,writein,1
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Scott M. Stringer,Aaron S. Foldenauer,9
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Scott M. Stringer,Art Chang,3
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Scott M. Stringer,Dianne Morales,19
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Scott M. Stringer,Isaac Wright Jr.,9
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Scott M. Stringer,Joycelyn Taylor,1
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Scott M. Stringer,Kathryn A. Garcia,11
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Scott M. Stringer,Maya D. Wiley,21
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Scott M. Stringer,Paperboy Love Prince,5
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Scott M. Stringer,Raymond J. McGuire,9
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Scott M. Stringer,Shaun Donovan,15
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Scott M. Stringer,overvote,1
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Scott M. Stringer,skipped,12
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Scott M. Stringer,writein,1
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Shaun Donovan,Aaron S. Foldenauer,2
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Shaun Donovan,Art Chang,2
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Shaun Donovan,Dianne Morales,9
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Shaun Donovan,Isaac Wright Jr.,6
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Shaun Donovan,Kathryn A. Garcia,12
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Shaun Donovan,Maya D. Wiley,11
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Shaun Donovan,Paperboy Love Prince,1
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Shaun Donovan,Raymond J. McGuire,2
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Shaun Donovan,Scott M. Stringer,6
Eric L. Adams,Andrew Yang,Joycelyn Taylor,Shaun Donovan,skipped,3
Eric L. Adams,Andrew Yang,Joycelyn Taylor,overvote,Dianne Morales,1
Eric L. Adams,Andrew Yang,Joycelyn Taylor,overvote,Scott M. Stringer,1
Eric L. Adams,Andrew Yang,Joycelyn Taylor,skipped,Aaron S. Foldenauer,1
Eric L. Adams,Andrew Yang,Joycelyn Taylor,skipped,Art Chang,2
Eric L. Adams,Andrew Yang,Joycelyn Taylor,skipped,Dianne Morales,1
Eric L. Adams,Andrew Yang,Joycelyn Taylor,skipped,Kathryn A. Garcia,5
Eric L. Adams,Andrew Yang,Joycelyn Taylor,skipped,Maya D. Wiley,2
Eric L. Adams,Andrew Yang,Joycelyn Taylor,skipped,Paperboy Love Prince,1
Eric L. Adams,Andrew Yang,Joycelyn Taylor,skipped,Scott M. Stringer,2
Eric L. Adams,Andrew Yang,Joycelyn Taylor,skipped,Shaun Donovan,2
Eric L. Adams,Andrew Yang,Joycelyn Taylor,skipped,overvote,1
Eric L. Adams,Andrew Yang,Joycelyn Taylor,skipped,skipped,135
Eric L. Adams,Andrew Yang,Joycelyn Taylor,writein,Aaron S. Foldenauer,2
Eric L. Adams,Andrew Yang,Joycelyn Taylor,writein,Art Chang,1
Eric L. Adams,Andrew Yang,Joycelyn Taylor,writein,Raymond J. McGuire,2
Eric L. Adams,Andrew Yang,Joycelyn Taylor,writein,Shaun Donovan,1
Eric L. Adams,Andrew Yang,Joycelyn Taylor,writein,skipped,2
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Aaron S. Foldenauer,Aaron S. Foldenauer,1
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Aaron S. Foldenauer,Art Chang,5
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Aaron S. Foldenauer,Dianne Morales,18
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Aaron S. Foldenauer,Isaac Wright Jr.,4
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Aaron S. Foldenauer,Joycelyn Taylor,4
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Aaron S. Foldenauer,Maya D. Wiley,8
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Aaron S. Foldenauer,Paperboy Love Prince,3
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Aaron S. Foldenauer,Raymond J. McGuire,12
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Aaron S. Foldenauer,Scott M. Stringer,14
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Aaron S. Foldenauer,Shaun Donovan,6
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Aaron S. Foldenauer,skipped,13
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Aaron S. Foldenauer,writein,2
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Andrew Yang,Andrew Yang,1
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Andrew Yang,Dianne Morales,2
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Andrew Yang,Joycelyn Taylor,1
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Andrew Yang,Maya D. Wiley,4
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Andrew Yang,Raymond J. McGuire,1
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Andrew Yang,Scott M. Stringer,3
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Andrew Yang,skipped,3
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Art Chang,Aaron S. Foldenauer,8
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Art Chang,Dianne Morales,17
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Art Chang,Eric L. Adams,2
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Art Chang,Isaac Wright Jr.,3
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Art Chang,Joycelyn Taylor,11
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Art Chang,Kathryn A. Garcia,1
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Art Chang,Maya D. Wiley,18
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Art Chang,Paperboy Love Prince,9
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Art Chang,Raymond J. McGuire,12
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Art Chang,Scott M. Stringer,21
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Art Chang,Shaun Donovan,7
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Art Chang,skipped,22
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Dianne Morales,Aaron S. Foldenauer,32
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Dianne Morales,Art Chang,36
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Dianne Morales,Dianne Morales,2
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Dianne Morales,Eric L. Adams,2
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Dianne Morales,Isaac Wright Jr.,28
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Dianne Morales,Joycelyn Taylor,95
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Dianne Morales,Kathryn A. Garcia,2
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Dianne Morales,Maya D. Wiley,146
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Dianne Morales,Paperboy Love Prince,13
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Dianne Morales,Raymond J. McGuire,56
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Dianne Morales,Scott M. Stringer,110
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Dianne Morales,Shaun Donovan,71
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Dianne Morales,skipped,72
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Dianne Morales,writein,9
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Eric L. Adams,Andrew Yang,2
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Eric L. Adams,Dianne Morales,1
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Eric L. Adams,Eric L. Adams,10
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Eric L. Adams,Joycelyn Taylor,1
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Eric L. Adams,Kathryn A. Garcia,1
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Eric L. Adams,Maya D. Wiley,3
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Eric L. Adams,Scott M. Stringer,1
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Isaac Wright Jr.,Aaron S. Foldenauer,3
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Isaac Wright Jr.,Dianne Morales,13
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Isaac Wright Jr.,Joycelyn Taylor,8
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Isaac Wright Jr.,Maya D. Wiley,7
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Isaac Wright Jr.,Paperboy Love Prince,4
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Isaac Wright Jr.,Raymond J. McGuire,15
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Isaac Wright Jr.,Scott M. Stringer,3
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Isaac Wright Jr.,Shaun Donovan,11
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Isaac Wright Jr.,skipped,5
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Isaac Wright Jr.,writein,2
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Joycelyn Taylor,Aaron S. Foldenauer,6
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Joycelyn Taylor,Andrew Yang,1
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Joycelyn Taylor,Art Chang,6
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Joycelyn Taylor,Dianne Morales,39
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Joycelyn Taylor,Isaac Wright Jr.,10
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Joycelyn Taylor,Kathryn A. Garcia,1
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Joycelyn Taylor,Maya D. Wiley,26
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Joycelyn Taylor,Paperboy Love Prince,3
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Joycelyn Taylor,Raymond J. McGuire,14
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Joycelyn Taylor,Scott M. Stringer,13
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Joycelyn Taylor,Shaun Donovan,12
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Joycelyn Taylor,skipped,15
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Kathryn A. Garcia,Dianne Morales,2
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Kathryn A. Garcia,Joycelyn Taylor,1
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Maya D. Wiley,Aaron S. Foldenauer,16
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Maya D. Wiley,Art Chang,20
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Maya D. Wiley,Dianne Morales,231
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Maya D. Wiley,Eric L. Adams,1
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Maya D. Wiley,Isaac Wright Jr.,25
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Maya D. Wiley,Joycelyn Taylor,63
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Maya D. Wiley,Kathryn A. Garcia,2
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Maya D. Wiley,Maya D. Wiley,1
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Maya D. Wiley,Paperboy Love Prince,18
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Maya D. Wiley,Raymond J. McGuire,182
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Maya D. Wiley,Scott M. Stringer,336
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Maya D. Wiley,Shaun Donovan,177
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Maya D. Wiley,overvote,1
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Maya D. Wiley,skipped,167
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Maya D. Wiley,writein,2
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Paperboy Love Prince,Aaron S. Foldenauer,5
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Paperboy Love Prince,Andrew Yang,1
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Paperboy Love Prince,Art Chang,5
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Paperboy Love Prince,Dianne Morales,5
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Paperboy Love Prince,Isaac Wright Jr.,4
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Paperboy Love Prince,Joycelyn Taylor,3
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Paperboy Love Prince,Maya D. Wiley,10
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Paperboy Love Prince,Raymond J. McGuire,15
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Paperboy Love Prince,Scott M. Stringer,10
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Paperboy Love Prince,Shaun Donovan,10
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Paperboy Love Prince,skipped,25
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Paperboy Love Prince,writein,4
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Raymond J. McGuire,Aaron S. Foldenauer,36
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Raymond J. McGuire,Andrew Yang,2
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Raymond J. McGuire,Art Chang,30
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Raymond J. McGuire,Dianne Morales,93
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Raymond J. McGuire,Isaac Wright Jr.,15
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Raymond J. McGuire,Joycelyn Taylor,19
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Raymond J. McGuire,Kathryn A. Garcia,4
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Raymond J. McGuire,Maya D. Wiley,117
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Raymond J. McGuire,Paperboy Love Prince,49
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Raymond J. McGuire,Raymond J. McGuire,5
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Raymond J. McGuire,Scott M. Stringer,301
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Raymond J. McGuire,Shaun Donovan,388
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Raymond J. McGuire,skipped,861
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Raymond J. McGuire,writein,26
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Scott M. Stringer,Aaron S. Foldenauer,48
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Scott M. Stringer,Andrew Yang,1
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Scott M. Stringer,Art Chang,33
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Scott M. Stringer,Dianne Morales,161
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Scott M. Stringer,Eric L. Adams,1
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Scott M. Stringer,Isaac Wright Jr.,20
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Scott M. Stringer,Joycelyn Taylor,47
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Scott M. Stringer,Maya D. Wiley,228
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Scott M. Stringer,Paperboy Love Prince,36
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Scott M. Stringer,Raymond J. McGuire,225
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Scott M. Stringer,Scott M. Stringer,2
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Scott M. Stringer,Shaun Donovan,264
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Scott M. Stringer,skipped,331
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Scott M. Stringer,writein,7
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Shaun Donovan,Aaron S. Foldenauer,7
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Shaun Donovan,Andrew Yang,2
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Shaun Donovan,Art Chang,11
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Shaun Donovan,Dianne Morales,50
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Shaun Donovan,Isaac Wright Jr.,14
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Shaun Donovan,Joycelyn Taylor,26
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Shaun Donovan,Kathryn A. Garcia,1
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Shaun Donovan,Maya D. Wiley,129
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Shaun Donovan,Paperboy Love Prince,16
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Shaun Donovan,Raymond J. McGuire,180
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Shaun Donovan,Scott M. Stringer,180
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Shaun Donovan,overvote,1
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Shaun Donovan,skipped,105
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,Shaun Donovan,writein,4
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,overvote,Dianne Morales,1
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,overvote,Eric L. Adams,1
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,overvote,Maya D. Wiley,1
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,overvote,Raymond J. McGuire,1
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,overvote,skipped,1
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,skipped,Aaron S. Foldenauer,2
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,skipped,Andrew Yang,1
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,skipped,Art Chang,1
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,skipped,Dianne Morales,6
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,skipped,Joycelyn Taylor,4
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,skipped,Maya D. Wiley,9
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,skipped,Paperboy Love Prince,1
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,skipped,Raymond J. McGuire,8
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,skipped,Scott M. Stringer,7
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,skipped,Shaun Donovan,4
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,skipped,skipped,4777
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,skipped,writein,1
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,writein,Art Chang,2
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,writein,Dianne Morales,2
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,writein,Isaac Wright Jr.,1
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,writein,Maya D. Wiley,1
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,writein,Paperboy Love Prince,2
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,writein,Raymond J. McGuire,6
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,writein,Scott M. Stringer,3
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,writein,Shaun Donovan,1
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,writein,skipped,50
Eric L. Adams,Andrew Yang,Kathryn A. Garcia,writein,writein,5
Eric L. Adams,Andrew Yang,Maya D. Wiley,Aaron S. Foldenauer,Andrew Yang,1
Eric L. Adams,Andrew Yang,Maya D. Wiley,Aaron S. Foldenauer,Art Chang,2
Eric L. Adams,Andrew Yang,Maya D. Wiley,Aaron S. Foldenauer,Dianne Morales,15
Eric L. Adams,Andrew Yang,Maya D. Wiley,Aaron S. Foldenauer,Isaac Wright Jr.,4
Eric L. Adams,Andrew Yang,Maya D. Wiley,Aaron S. Foldenauer,Joycelyn Taylor,10
Eric L. Adams,Andrew Yang,Maya D. Wiley,Aaron S. Foldenauer,Kathryn A. Garcia,7
Eric L. Adams,Andrew Yang,Maya D. Wiley,Aaron S. Foldenauer,Paperboy Love Prince,2
