Contest Id,Tabulator Id,Batch Id,Record Id,Precinct,Precinct Portion,rank1,rank2,rank3,rank4,rank5
,2,163,63,,1,Joseph R. Biden,Amy Klobuchar,Tulsi Gabbard,Bernie Sanders,Elizabeth Warren
,2,163,64,,1,Bernie Sanders,Elizabeth Warren,Tulsi Gabbard,Joseph R. Biden,Pete Buttigieg
,2,163,65,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,163,66,,1,Bernie Sanders,Pete Buttigieg,Amy Klobuchar,Elizabeth Warren,Joseph R. Biden
,2,163,67,,1,Bernie Sanders,Elizabeth Warren,Pete Buttigieg,Joseph R. Biden,skipped
,2,163,68,,1,Bernie Sanders,Elizabeth Warren,Undeclared,skipped,skipped
,2,163,69,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,163,70,,1,Bernie Sanders,Joseph R. Biden,Michael R. Bloomberg,skipped,skipped
,2,163,71,,1,Joseph R. Biden,Bernie Sanders,Elizabeth Warren,Pete Buttigieg,Tulsi Gabbard
,2,163,72,,1,Bernie Sanders,skipped,skipped,skipped,skipped
,2,163,75,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,163,76,,1,Bernie Sanders,skipped,skipped,skipped,skipped
,2,163,77,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,163,78,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,163,79,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,163,80,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,163,81,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,163,82,,1,Bernie Sanders,Joseph R. Biden,Elizabeth Warren,skipped,skipped
,2,163,83,,1,Joseph R. Biden,Elizabeth Warren,Tom Steyer,skipped,skipped
,2,163,84,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,163,85,,1,Bernie Sanders,Elizabeth Warren,skipped,skipped,skipped
,2,163,86,,1,Joseph R. Biden,Bernie Sanders,Elizabeth Warren,Pete Buttigieg,Amy Klobuchar
,2,163,87,,1,Bernie Sanders,Elizabeth Warren,Tom Steyer,Joseph R. Biden,Amy Klobuchar
,2,163,88,,1,Joseph R. Biden,Elizabeth Warren,skipped,skipped,skipped
,2,163,89,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,163,90,,1,Joseph R. Biden,Bernie Sanders,Elizabeth Warren,Pete Buttigieg,Amy Klobuchar
,2,163,91,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,163,92,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,163,93,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,163,94,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,163,95,,1,Joseph R. Biden,Bernie Sanders,Amy Klobuchar,Pete Buttigieg,Michael R. Bloomberg
,2,163,97,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,163,98,,1,Joseph R. Biden,Elizabeth Warren,Bernie Sanders,Pete Buttigieg,Amy Klobuchar
,2,163,99,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,163,100,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,163,38,,1,Bernie Sanders,Joseph R. Biden,Tom Steyer,Michael R. Bloomberg,Elizabeth Warren
,2,163,39,,1,Joseph R. Biden,Bernie Sanders,Undeclared,Undeclared,Undeclared
,2,163,48,,1,Tom Steyer,Tulsi Gabbard,Amy Klobuchar,Joseph R. Biden,Bernie Sanders
,2,163,62,,1,Joseph R. Biden,Bernie Sanders,Elizabeth Warren,skipped,overvote
,2,163,73,,1,Joseph R. Biden,Tom Steyer,Bernie Sanders,skipped,overvote
,2,163,74,,1,Joseph R. Biden,Amy Klobuchar,Elizabeth Warren,skipped,skipped
,2,163,96,,1,Joseph R. Biden,Bernie Sanders,Amy Klobuchar,Elizabeth Warren,Pete Buttigieg
,2,164,1,,1,Elizabeth Warren,Joseph R. Biden,Bernie Sanders,skipped,skipped
,2,164,2,,1,Bernie Sanders,Joseph R. Biden,Michael R. Bloomberg,skipped,skipped
,2,164,3,,1,Bernie Sanders,Elizabeth Warren,Amy Klobuchar,skipped,skipped
,2,164,4,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,164,5,,1,Bernie Sanders,Joseph R. Biden,Elizabeth Warren,Pete Buttigieg,Amy Klobuchar
,2,164,6,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,164,7,,1,Pete Buttigieg,Joseph R. Biden,skipped,skipped,skipped
,2,164,8,,1,Joseph R. Biden,Pete Buttigieg,Amy Klobuchar,skipped,skipped
,2,164,9,,1,Joseph R. Biden,Tom Steyer,Amy Klobuchar,skipped,skipped
,2,164,10,,1,Bernie Sanders,Joseph R. Biden,Tulsi Gabbard,Tom Steyer,Undeclared
,2,164,11,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,164,12,,1,Bernie Sanders,Elizabeth Warren,Tulsi Gabbard,Amy Klobuchar,Pete Buttigieg
,2,164,13,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,164,14,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,164,15,,1,Joseph R. Biden,Joseph R. Biden,Bernie Sanders,Bernie Sanders,Joseph R. Biden
,2,164,16,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,164,17,,1,Bernie Sanders,skipped,skipped,skipped,skipped
,2,164,18,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,164,19,,1,Joseph R. Biden,Tulsi Gabbard,skipped,skipped,skipped
,2,164,20,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,164,21,,1,Joseph R. Biden,Elizabeth Warren,Michael R. Bloomberg,Amy Klobuchar,Pete Buttigieg
,2,164,22,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,164,23,,1,Joseph R. Biden,Bernie Sanders,Undeclared,Undeclared,Undeclared
,2,164,24,,1,Bernie Sanders,skipped,skipped,skipped,skipped
,2,164,25,,1,Bernie Sanders,Pete Buttigieg,Joseph R. Biden,skipped,skipped
,2,164,26,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,164,27,,1,Bernie Sanders,skipped,skipped,skipped,skipped
,2,164,28,,1,Joseph R. Biden,Elizabeth Warren,Pete Buttigieg,Bernie Sanders,Amy Klobuchar
,2,164,29,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,164,30,,1,Joseph R. Biden,Bernie Sanders,Pete Buttigieg,Elizabeth Warren,Amy Klobuchar
,2,164,31,,1,Joseph R. Biden,Bernie Sanders,Elizabeth Warren,Pete Buttigieg,Amy Klobuchar
,2,164,32,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,164,33,,1,Bernie Sanders,skipped,skipped,skipped,skipped
,2,164,34,,1,Elizabeth Warren,Joseph R. Biden,Bernie Sanders,skipped,skipped
,2,164,35,,1,Bernie Sanders,Elizabeth Warren,Joseph R. Biden,skipped,skipped
,2,164,36,,1,Bernie Sanders,Joseph R. Biden,Elizabeth Warren,Michael R. Bloomberg,Pete Buttigieg
,2,164,37,,1,Bernie Sanders,Joseph R. Biden,Tom Steyer,Elizabeth Warren,Tulsi Gabbard
,2,164,38,,1,Bernie Sanders,Tulsi Gabbard,Tom Steyer,Undeclared,Undeclared
,2,164,40,,1,Joseph R. Biden,Bernie Sanders,Elizabeth Warren,skipped,skipped
,2,164,41,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,164,42,,1,Joseph R. Biden,Bernie Sanders,Tom Steyer,skipped,skipped
,2,164,43,,1,Elizabeth Warren,Bernie Sanders,Pete Buttigieg,skipped,skipped
,2,164,44,,1,Bernie Sanders,Elizabeth Warren,Joseph R. Biden,skipped,skipped
,2,164,45,,1,Joseph R. Biden,Bernie Sanders,Tulsi Gabbard,Pete Buttigieg,Amy Klobuchar
,2,164,46,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,164,47,,1,Bernie Sanders,Joseph R. Biden,Elizabeth Warren,Pete Buttigieg,Undeclared
,2,164,48,,1,Joseph R. Biden,Elizabeth Warren,Amy Klobuchar,Tulsi Gabbard,Bernie Sanders
,2,164,49,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,164,50,,1,Bernie Sanders,skipped,skipped,skipped,skipped
,2,164,51,,1,Bernie Sanders,Joseph R. Biden,Amy Klobuchar,Elizabeth Warren,Tulsi Gabbard
,2,164,52,,1,Michael R. Bloomberg,Joseph R. Biden,Elizabeth Warren,Pete Buttigieg,Bernie Sanders
,2,164,53,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,164,54,,1,Joseph R. Biden,Bernie Sanders,Amy Klobuchar,Elizabeth Warren,Pete Buttigieg
,2,164,55,,1,Joseph R. Biden,Elizabeth Warren,Bernie Sanders,skipped,skipped
,2,164,56,,1,Bernie Sanders,Joseph R. Biden,Elizabeth Warren,Amy Klobuchar,Tulsi Gabbard
,2,164,57,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,164,58,,1,Bernie Sanders,Elizabeth Warren,skipped,skipped,skipped
,2,164,59,,1,Joseph R. Biden,Elizabeth Warren,Bernie Sanders,Amy Klobuchar,Pete Buttigieg
,2,164,60,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,164,61,,1,Joseph R. Biden,Elizabeth Warren,Amy Klobuchar,Pete Buttigieg,Bernie Sanders
,2,164,62,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,164,63,,1,Bernie Sanders,Elizabeth Warren,Tulsi Gabbard,Pete Buttigieg,Joseph R. Biden
,2,164,64,,1,Pete Buttigieg,Bernie Sanders,Joseph R. Biden,Elizabeth Warren,Tom Steyer
,2,164,65,,1,Pete Buttigieg,Elizabeth Warren,Amy Klobuchar,Joseph R. Biden,Bernie Sanders
,2,164,66,,1,Joseph R. Biden,Bernie Sanders,Elizabeth Warren,skipped,skipped
,2,164,67,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,164,68,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,164,69,,1,Joseph R. Biden,Amy Klobuchar,Elizabeth Warren,skipped,skipped
,2,164,70,,1,Bernie Sanders,skipped,skipped,skipped,skipped
,2,164,71,,1,Bernie Sanders,skipped,skipped,skipped,skipped
,2,164,72,,1,Elizabeth Warren,Bernie Sanders,Joseph R. Biden,skipped,skipped
,2,164,73,,1,Bernie Sanders,skipped,skipped,skipped,skipped
,2,164,74,,1,Joseph R. Biden,Bernie Sanders,Michael R. Bloomberg,Pete Buttigieg,Tom Steyer
,2,164,75,,1,Bernie Sanders,Joseph R. Biden,Michael R. Bloomberg,skipped,skipped
,2,164,76,,1,Bernie Sanders,Tulsi Gabbard,skipped,skipped,skipped
,2,164,77,,1,Bernie Sanders,Joseph R. Biden,Elizabeth Warren,skipped,skipped
,2,164,78,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,164,79,,1,Joseph R. Biden,Bernie Sanders,Tom Steyer,Tulsi Gabbard,Elizabeth Warren
,2,164,80,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,164,81,,1,Joseph R. Biden,Bernie Sanders,Tom Steyer,Pete Buttigieg,Michael R. Bloomberg
,2,164,82,,1,Bernie Sanders,skipped,skipped,skipped,skipped
,2,164,83,,1,Tulsi Gabbard,Joseph R. Biden,Bernie Sanders,skipped,skipped
,2,164,84,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,164,85,,1,Joseph R. Biden,Elizabeth Warren,Amy Klobuchar,Pete Buttigieg,Bernie Sanders
,2,164,86,,1,Elizabeth Warren,Joseph R. Biden,skipped,skipped,skipped
,2,164,87,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,164,88,,1,Bernie Sanders,Elizabeth Warren,Tulsi Gabbard,skipped,skipped
,2,164,89,,1,Pete Buttigieg,Joseph R. Biden,Bernie Sanders,skipped,skipped
,2,164,90,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,164,91,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,164,92,,1,Pete Buttigieg,Michael R. Bloomberg,Elizabeth Warren,Joseph R. Biden,Joseph R. Biden
,2,164,93,,1,Bernie Sanders,Joseph R. Biden,Amy Klobuchar,Elizabeth Warren,Tulsi Gabbard
,2,164,94,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,164,95,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,164,96,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,164,97,,1,Joseph R. Biden,Michael R. Bloomberg,Undeclared,Undeclared,Undeclared
,2,164,98,,1,Bernie Sanders,Joseph R. Biden,Elizabeth Warren,Pete Buttigieg,Amy Klobuchar
,2,164,99,,1,Joseph R. Biden,Pete Buttigieg,Elizabeth Warren,Bernie Sanders,skipped
,2,164,39,,1,skipped,skipped,overvote,skipped,skipped
,2,165,1,,1,Joseph R. Biden,Bernie Sanders,Pete Buttigieg,skipped,skipped
,2,165,2,,1,Bernie Sanders,skipped,skipped,skipped,skipped
,2,165,3,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,165,4,,1,Joseph R. Biden,Bernie Sanders,Elizabeth Warren,Tulsi Gabbard,Pete Buttigieg
,2,165,5,,1,Joseph R. Biden,Amy Klobuchar,Elizabeth Warren,Pete Buttigieg,Bernie Sanders
,2,165,6,,1,Elizabeth Warren,Joseph R. Biden,Bernie Sanders,Pete Buttigieg,Amy Klobuchar
,2,165,7,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,165,8,,1,Bernie Sanders,skipped,skipped,skipped,skipped
,2,165,9,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,165,10,,1,Joseph R. Biden,Bernie Sanders,Elizabeth Warren,skipped,skipped
,2,165,11,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,165,12,,1,Elizabeth Warren,Bernie Sanders,Joseph R. Biden,Pete Buttigieg,Amy Klobuchar
,2,165,13,,1,Bernie Sanders,skipped,skipped,skipped,skipped
,2,165,14,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,165,15,,1,Bernie Sanders,Elizabeth Warren,Joseph R. Biden,Pete Buttigieg,Michael R. Bloomberg
,2,165,16,,1,Joseph R. Biden,Bernie Sanders,Michael R. Bloomberg,skipped,skipped
,2,165,17,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,165,18,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,165,19,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,165,20,,1,Joseph R. Biden,Pete Buttigieg,Elizabeth Warren,Amy Klobuchar,Tom Steyer
,2,165,21,,1,Bernie Sanders,Elizabeth Warren,skipped,skipped,skipped
,2,165,22,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,165,23,,1,Elizabeth Warren,Joseph R. Biden,Amy Klobuchar,Bernie Sanders,Pete Buttigieg
,2,165,24,,1,Bernie Sanders,Elizabeth Warren,Joseph R. Biden,Tulsi Gabbard,Undeclared
,2,165,25,,1,Bernie Sanders,Elizabeth Warren,Pete Buttigieg,skipped,skipped
,2,165,26,,1,Elizabeth Warren,Amy Klobuchar,Joseph R. Biden,Pete Buttigieg,Bernie Sanders
,2,165,27,,1,Elizabeth Warren,Joseph R. Biden,skipped,skipped,skipped
,2,165,28,,1,Bernie Sanders,skipped,skipped,skipped,skipped
,2,165,29,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,165,30,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,165,31,,1,Bernie Sanders,Joseph R. Biden,Pete Buttigieg,skipped,skipped
,2,165,32,,1,Joseph R. Biden,Elizabeth Warren,Bernie Sanders,skipped,skipped
,2,165,33,,1,Joseph R. Biden,Bernie Sanders,Elizabeth Warren,Pete Buttigieg,Amy Klobuchar
,2,165,34,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,165,35,,1,Undeclared,Tulsi Gabbard,Amy Klobuchar,Joseph R. Biden,Elizabeth Warren
,2,165,36,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,165,37,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,165,38,,1,Joseph R. Biden,Bernie Sanders,Pete Buttigieg,Elizabeth Warren,Amy Klobuchar
,2,165,39,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,165,40,,1,Joseph R. Biden,Bernie Sanders,Amy Klobuchar,Elizabeth Warren,Michael R. Bloomberg
,2,165,41,,1,Bernie Sanders,skipped,skipped,skipped,skipped
,2,165,42,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,165,43,,1,Bernie Sanders,Amy Klobuchar,Pete Buttigieg,Elizabeth Warren,Joseph R. Biden
,2,165,44,,1,Joseph R. Biden,Elizabeth Warren,Amy Klobuchar,Pete Buttigieg,Michael R. Bloomberg
,2,165,45,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,165,46,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,165,47,,1,Elizabeth Warren,Bernie Sanders,Joseph R. Biden,Amy Klobuchar,Pete Buttigieg
,2,165,48,,1,Bernie Sanders,Tulsi Gabbard,Joseph R. Biden,skipped,skipped
,2,165,49,,1,Joseph R. Biden,Michael R. Bloomberg,Pete Buttigieg,skipped,skipped
,2,165,50,,1,Elizabeth Warren,Amy Klobuchar,Pete Buttigieg,Tom Steyer,Tulsi Gabbard
,2,165,51,,1,Bernie Sanders,Tulsi Gabbard,skipped,skipped,skipped
,2,165,52,,1,Bernie Sanders,skipped,skipped,skipped,skipped
,2,165,53,,1,Undeclared,Undeclared,Undeclared,Undeclared,Undeclared
,2,165,54,,1,Joseph R. Biden,Amy Klobuchar,Pete Buttigieg,Elizabeth Warren,Bernie Sanders
,2,165,55,,1,Joseph R. Biden,Amy Klobuchar,Elizabeth Warren,Pete Buttigieg,skipped
,2,165,56,,1,Bernie Sanders,Joseph R. Biden,Elizabeth Warren,Pete Buttigieg,Amy Klobuchar
,2,165,57,,1,Joseph R. Biden,Amy Klobuchar,Elizabeth Warren,Pete Buttigieg,Tulsi Gabbard
,2,165,58,,1,Joseph R. Biden,Bernie Sanders,Elizabeth Warren,Pete Buttigieg,Amy Klobuchar
,2,165,59,,1,Bernie Sanders,skipped,skipped,skipped,skipped
,2,165,60,,1,Bernie Sanders,Pete Buttigieg,skipped,skipped,skipped
,2,165,61,,1,Elizabeth Warren,Bernie Sanders,Amy Klobuchar,Pete Buttigieg,Joseph R. Biden
,2,165,62,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,165,64,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,165,65,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,165,66,,1,Joseph R. Biden,Elizabeth Warren,Tom Steyer,Amy Klobuchar,Pete Buttigieg
,2,165,67,,1,Bernie Sanders,Elizabeth Warren,skipped,skipped,skipped
,2,165,68,,1,Bernie Sanders,Tulsi Gabbard,skipped,skipped,skipped
,2,165,69,,1,Joseph R. Biden,Pete Buttigieg,Undeclared,Undeclared,Undeclared
,2,165,70,,1,Joseph R. Biden,Bernie Sanders,Michael R. Bloomberg,Elizabeth Warren,skipped
,2,165,71,,1,Joseph R. Biden,Tom Steyer,Elizabeth Warren,skipped,skipped
,2,165,72,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,165,73,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,165,74,,1,Elizabeth Warren,Bernie Sanders,Joseph R. Biden,Pete Buttigieg,Amy Klobuchar
,2,165,75,,1,Bernie Sanders,Tulsi Gabbard,Pete Buttigieg,Amy Klobuchar,Joseph R. Biden
,2,165,76,,1,Joseph R. Biden,Elizabeth Warren,Bernie Sanders,Amy Klobuchar,skipped
,2,165,77,,1,Bernie Sanders,skipped,skipped,skipped,skipped
,2,165,78,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,165,79,,1,Elizabeth Warren,Bernie Sanders,Joseph R. Biden,Pete Buttigieg,Michael R. Bloomberg
,2,165,80,,1,Joseph R. Biden,Pete Buttigieg,Elizabeth Warren,skipped,skipped
,2,165,81,,1,Elizabeth Warren,Pete Buttigieg,Amy Klobuchar,Joseph R. Biden,Bernie Sanders
,2,165,82,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,165,83,,1,Joseph R. Biden,Bernie Sanders,Amy Klobuchar,skipped,skipped
,2,165,84,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,165,85,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,165,86,,1,Joseph R. Biden,Tom Steyer,Tulsi Gabbard,Amy Klobuchar,Michael R. Bloomberg
,2,165,87,,1,Joseph R. Biden,Elizabeth Warren,Amy Klobuchar,Tom Steyer,Michael R. Bloomberg
,2,165,88,,1,Joseph R. Biden,Elizabeth Warren,Tom Steyer,Bernie Sanders,Michael R. Bloomberg
,2,165,89,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,165,90,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,165,91,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,165,92,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,165,93,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,165,94,,1,Joseph R. Biden,Pete Buttigieg,Elizabeth Warren,Bernie Sanders,Tom Steyer
,2,165,95,,1,Joseph R. Biden,Bernie Sanders,Elizabeth Warren,Pete Buttigieg,Tom Steyer
,2,165,96,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,165,98,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,165,99,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,165,63,,1,Joseph R. Biden,Tom Steyer,Bernie Sanders,Amy Klobuchar,Tulsi Gabbard
,2,165,97,,1,Joseph R. Biden,Tom Steyer,overvote,Amy Klobuchar,Tulsi Gabbard
,2,166,1,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,166,2,,1,Bernie Sanders,skipped,skipped,skipped,skipped
,2,166,3,,1,Bernie Sanders,Elizabeth Warren,Pete Buttigieg,Tulsi Gabbard,Amy Klobuchar
,2,166,4,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,166,5,,1,Bernie Sanders,Elizabeth Warren,Tulsi Gabbard,Pete Buttigieg,Joseph R. Biden
,2,166,6,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,166,7,,1,Elizabeth Warren,Joseph R. Biden,Bernie Sanders,Pete Buttigieg,skipped
,2,166,8,,1,Bernie Sanders,Elizabeth Warren,Tulsi Gabbard,Amy Klobuchar,Pete Buttigieg
,2,166,9,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,166,10,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,166,11,,1,Bernie Sanders,skipped,skipped,skipped,skipped
,2,166,12,,1,Joseph R. Biden,Bernie Sanders,Elizabeth Warren,skipped,skipped
,2,166,13,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,166,14,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,166,15,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,166,16,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,166,17,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,166,18,,1,Bernie Sanders,Joseph R. Biden,Elizabeth Warren,skipped,skipped
,2,166,19,,1,Elizabeth Warren,Amy Klobuchar,Tulsi Gabbard,Bernie Sanders,Joseph R. Biden
,2,166,20,,1,Joseph R. Biden,Bernie Sanders,Elizabeth Warren,Amy Klobuchar,Pete Buttigieg
,2,166,21,,1,Elizabeth Warren,Bernie Sanders,Joseph R. Biden,skipped,skipped
,2,166,22,,1,Joseph R. Biden,Bernie Sanders,Amy Klobuchar,Undeclared,skipped
,2,166,23,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,166,24,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,166,25,,1,Joseph R. Biden,Elizabeth Warren,Tulsi Gabbard,skipped,skipped
,2,166,26,,1,Tulsi Gabbard,Bernie Sanders,skipped,skipped,skipped
,2,166,27,,1,Tulsi Gabbard,Bernie Sanders,Elizabeth Warren,Pete Buttigieg,Joseph R. Biden
,2,166,28,,1,Joseph R. Biden,Bernie Sanders,Elizabeth Warren,Pete Buttigieg,Amy Klobuchar
,2,166,29,,1,Joseph R. Biden,Elizabeth Warren,Bernie Sanders,Tulsi Gabbard,Amy Klobuchar
,2,166,30,,1,Joseph R. Biden,Pete Buttigieg,Michael R. Bloomberg,Bernie Sanders,skipped
,2,166,31,,1,Joseph R. Biden,Elizabeth Warren,Pete Buttigieg,skipped,skipped
,2,166,32,,1,Bernie Sanders,skipped,skipped,skipped,skipped
,2,166,33,,1,Bernie Sanders,skipped,skipped,skipped,skipped
,2,166,34,,1,Bernie Sanders,skipped,skipped,skipped,skipped
,2,166,35,,1,Joseph R. Biden,Tom Steyer,skipped,skipped,skipped
,2,166,36,,1,Joseph R. Biden,Michael R. Bloomberg,Tom Steyer,Amy Klobuchar,Elizabeth Warren
,2,166,37,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,166,39,,1,Bernie Sanders,skipped,skipped,skipped,skipped
,2,166,40,,1,Undeclared,Undeclared,Undeclared,Undeclared,Undeclared
,2,166,41,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,166,42,,1,Bernie Sanders,skipped,skipped,skipped,skipped
,2,166,43,,1,Joseph R. Biden,Bernie Sanders,Tulsi Gabbard,Amy Klobuchar,Tom Steyer
,2,166,45,,1,Elizabeth Warren,Pete Buttigieg,Bernie Sanders,skipped,skipped
,2,166,46,,1,Bernie Sanders,Joseph R. Biden,skipped,skipped,skipped
,2,166,47,,1,Bernie Sanders,skipped,skipped,skipped,skipped
,2,166,48,,1,Elizabeth Warren,Bernie Sanders,Tom Steyer,skipped,skipped
,2,166,49,,1,Undeclared,Joseph R. Biden,Amy Klobuchar,Elizabeth Warren,Pete Buttigieg
,2,166,50,,1,Joseph R. Biden,Bernie Sanders,Amy Klobuchar,Elizabeth Warren,Tulsi Gabbard
,2,166,51,,1,Undeclared,Undeclared,Undeclared,Undeclared,Undeclared
,2,166,52,,1,Bernie Sanders,Elizabeth Warren,Joseph R. Biden,skipped,skipped
,2,166,53,,1,Bernie Sanders,Joseph R. Biden,Elizabeth Warren,skipped,skipped
,2,166,54,,1,Bernie Sanders,Elizabeth Warren,Joseph R. Biden,skipped,skipped
,2,166,55,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,166,56,,1,Elizabeth Warren,Joseph R. Biden,Bernie Sanders,skipped,skipped
,2,166,57,,1,Joseph R. Biden,skipped,skipped,skipped,skipped
,2,166,58,,1,Joseph R. Biden,Bernie Sanders,skipped,skipped,skipped
,2,166,59,,1,Bernie Sanders,Joseph R. Biden,Tom Steyer,Elizabeth Warren,Amy Klobuchar
