"ballotID","ballot_type","countingGroup","district","districtType","precinct","precinctPortion","votingLocation","rank1","rank2","rank3","rank4","rank5"
"00005_00000_223319_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00005_00000_987128_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","CHRISTOPHER HAESSLY","WILLIAM EMMONS","skipped","EMMA MULVANEY-STANAK"
"00005_00000_314155_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00005_00000_668930_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00005_00000_725233_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","EMMA MULVANEY-STANAK","skipped","skipped","skipped"
"00005_00000_909543_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","WILLIAM EMMONS","skipped","skipped"
"00005_00000_052403_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","WILLIAM EMMONS","JOAN SHANNON","skipped"
"00005_00000_531622_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","JOAN SHANNON","skipped","skipped","skipped"
"00005_00000_897071_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00005_00000_824106_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00005_00000_476554_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","WILLIAM EMMONS","skipped","skipped","skipped"
"00005_00000_595079_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","JOAN SHANNON","skipped","skipped","skipped"
"00005_00000_435387_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00005_00000_142128_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00005_00000_515960_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","JOAN SHANNON","skipped","skipped","skipped"
"00005_00000_675805_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","JOAN SHANNON","skipped","skipped"
"00005_00000_150029_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","WILLIAM EMMONS","CHRISTOPHER HAESSLY","EMMA MULVANEY-STANAK","skipped"
"00005_00000_620521_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00005_00000_719411_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00005_00000_432407_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00005_00000_534949_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","EMMA MULVANEY-STANAK","skipped","skipped","skipped"
"00005_00000_968526_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","JOAN SHANNON","skipped","skipped","skipped"
"00005_00000_008827_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","WILLIAM EMMONS","skipped"
"00005_00000_878143_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00005_00000_454111_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","WILLIAM EMMONS","CHRISTOPHER HAESSLY","EMMA MULVANEY-STANAK","skipped"
"00005_00000_754366_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","EMMA MULVANEY-STANAK","skipped","skipped","skipped"
"00005_00000_142557_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","WILLIAM EMMONS","skipped","skipped","skipped"
"00005_00000_740415_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00005_00000_541503_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","CHRISTOPHER HAESSLY","EMMA MULVANEY-STANAK","JOAN SHANNON","WILLIAM EMMONS","skipped"
"00005_00000_710677_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","WILLIAM EMMONS","skipped"
"00005_00000_308071_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00005_00000_677215_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00005_00000_244343_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00005_00000_644925_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","CHRISTOPHER HAESSLY","WILLIAM EMMONS","EMMA MULVANEY-STANAK","skipped"
"00005_00000_456701_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00005_00000_222598_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","CHRISTOPHER HAESSLY","WILLIAM EMMONS","skipped","skipped"
"00005_00000_626719_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","JOAN SHANNON","skipped","skipped","skipped"
"00005_00000_686992_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","JOAN SHANNON","skipped","skipped","skipped"
"00005_00000_517036_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00005_00000_705069_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","JOAN SHANNON","Write-in","skipped","skipped"
"00005_00000_304679_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00005_00000_122785_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00005_00000_580332_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","EMMA MULVANEY-STANAK","skipped","skipped","skipped"
"00005_00000_975183_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","EMMA MULVANEY-STANAK","skipped","skipped","skipped"
"00005_00000_744832_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00005_00000_291181_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","CHRISTOPHER HAESSLY","EMMA MULVANEY-STANAK","WILLIAM EMMONS","JOAN SHANNON","skipped"
"00005_00000_102923_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","EMMA MULVANEY-STANAK","skipped","skipped","skipped"
"00005_00000_780200_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","JOAN SHANNON","skipped","skipped","skipped"
"00005_00000_256383_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","JOAN SHANNON","JOAN SHANNON","JOAN SHANNON","JOAN SHANNON"
"00005_00000_132898_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00005_00000_642060_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","CHRISTOPHER HAESSLY","EMMA MULVANEY-STANAK","skipped","skipped"
"00005_00000_515809_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","JOAN SHANNON","WILLIAM EMMONS","CHRISTOPHER HAESSLY","skipped"
"00005_00000_581918_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00005_00000_271085_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","EMMA MULVANEY-STANAK","skipped","skipped","skipped"
"00005_00000_011592_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00005_00000_293420_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00005_00000_485327_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","WILLIAM EMMONS","skipped","skipped","skipped"
"00005_00000_436375_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00005_00000_063322_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","JOAN SHANNON","skipped","skipped","skipped"
"00005_00000_384223_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00005_00000_525582_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00005_00000_883870_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00005_00000_931498_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00005_00000_698273_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","JOAN SHANNON","skipped","skipped","skipped"
"00005_00000_774324_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00005_00000_300883_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","EMMA MULVANEY-STANAK","skipped","skipped","skipped"
"00005_00000_825239_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00005_00000_902550_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","skipped","skipped","skipped"
"00005_00000_562315_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","WILLIAM EMMONS","skipped","skipped","skipped"
"00005_00000_256661_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00005_00000_352267_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00005_00000_376782_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00005_00000_106109_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","WILLIAM EMMONS","JOAN SHANNON","skipped","skipped"
"00005_00000_366236_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","JOAN SHANNON","skipped","skipped","skipped"
"00005_00000_858670_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00005_00000_809819_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","EMMA MULVANEY-STANAK","skipped","skipped","skipped"
"00005_00000_217187_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","skipped","skipped","skipped"
"00005_00000_765629_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00005_00000_770054_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","JOAN SHANNON","skipped","skipped","skipped"
"00005_00000_309370_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00005_00000_324798_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00005_00000_964803_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00005_00000_595138_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","JOAN SHANNON","skipped","skipped","skipped"
"00005_00000_832708_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","EMMA MULVANEY-STANAK","skipped","skipped","skipped"
"00005_00000_077055_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","JOAN SHANNON","skipped","skipped"
"00005_00000_366331_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00005_00000_115286_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","JOAN SHANNON","skipped","skipped","skipped"
"00005_00000_383027_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","JOAN SHANNON","skipped","skipped","skipped"
"00005_00000_719133_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00005_00000_749376_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","JOAN SHANNON","skipped","skipped","skipped"
"00005_00000_749272_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00005_00000_055882_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","skipped","skipped"
"00005_00000_232881_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00005_00000_069733_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","JOAN SHANNON","skipped","skipped","skipped"
"00005_00000_934709_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","EMMA MULVANEY-STANAK","skipped","skipped","skipped"
"00005_00000_257299_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","JOAN SHANNON","CHRISTOPHER HAESSLY","skipped","skipped"
"00005_00000_894369_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","skipped","skipped","skipped"
"00005_00000_110671_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00005_00000_465982_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","JOAN SHANNON","skipped","skipped","skipped"
"00005_00000_088635_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00005_00000_629494_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","CHRISTOPHER HAESSLY","WILLIAM EMMONS","EMMA MULVANEY-STANAK","skipped"
"00005_00000_572306_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","CHRISTOPHER HAESSLY","JOAN SHANNON","skipped","skipped","skipped"
"00005_00000_859063_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00005_00000_855724_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","WILLIAM EMMONS","skipped"
"00005_00000_348378_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","CHRISTOPHER HAESSLY","EMMA MULVANEY-STANAK","WILLIAM EMMONS","JOAN SHANNON","skipped"
"00005_00000_331045_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00005_00000_914073_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","JOAN SHANNON","skipped","skipped","skipped"
"00005_00000_872818_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00005_00000_372468_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","EMMA MULVANEY-STANAK","skipped","skipped","skipped"
"00005_00000_139866_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","EMMA MULVANEY-STANAK","skipped","skipped","skipped"
"00005_00000_690162_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","skipped","skipped","skipped","skipped"
"00005_00000_678263_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","CHRISTOPHER HAESSLY","skipped","skipped","skipped"
"00005_00000_310481_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","JOAN SHANNON","CHRISTOPHER HAESSLY","WILLIAM EMMONS","EMMA MULVANEY-STANAK","skipped"
"00005_00000_326144_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","skipped","skipped","skipped","skipped"
"00005_00000_456027_","Ballot 7 - Type 7","City Election","SOUTH","DISTRICT","WARD 5 - CITY ONLY","WARD 5 - CITY ONLY","BURLINGTON, VT","EMMA MULVANEY-STANAK","JOAN SHANNON","skipped","skipped","skipped"
